cuda:0
bitflip_projchi
privacy level = 1.0
tensor([0.2100, 0.2900, 0.2100, 0.2900])
tensor([0.2900, 0.2100, 0.2900, 0.2100])


#########################################
sample size = 2000
tensor(23.5895, device='cuda:0')
tensor(19.7563, device='cuda:0')
pval: 0.0010000000474974513 -- 175th test, time elapsed 4.503855228424072 -- emperical power so far: 1.0
tensor(20.2319, device='cuda:0')
pval: 0.0010000000474974513 -- 176th test, time elapsed 4.509496450424194 -- emperical power so far: 1.0
tensor(32.2638, device='cuda:0')
pval: 0.0010000000474974513 -- 177th test, time elapsed 4.479671955108643 -- emperical power so far: 1.0
tensor(30.4819, device='cuda:0')
pval: 0.0010000000474974513 -- 178th test, time elapsed 4.484533071517944 -- emperical power so far: 1.0
tensor(41.1247, device='cuda:0')
pval: 0.0010000000474974513 -- 179th test, time elapsed 4.592428922653198 -- emperical power so far: 1.0
tensor(18.6446, device='cuda:0')
pval: 0.0010000000474974513 -- 180th test, time elapsed 4.539592027664185 -- emperical power so far: 1.0
tensor(47.9560, device='cuda:0')
pval: 0.0010000000474974513 -- 181th test, time elapsed 4.514902830123901 -- emperical power so far: 1.0
tensor(30.1232, device='cuda:0')
pval: 0.0010000000474974513 -- 182th test, time elapsed 4.519356966018677 -- emperical power so far: 1.0
tensor(38.3668, device='cuda:0')
pval: 0.0010000000474974513 -- 183th test, time elapsed 4.480982780456543 -- emperical power so far: 1.0
tensor(26.8684, device='cuda:0')
pval: 0.0010000000474974513 -- 184th test, time elapsed 4.5025739669799805 -- emperical power so far: 1.0
tensor(53.9692, device='cuda:0')
pval: 0.0010000000474974513 -- 185th test, time elapsed 4.494486331939697 -- emperical power so far: 1.0
tensor(40.5667, device='cuda:0')
pval: 0.0010000000474974513 -- 186th test, time elapsed 4.496617794036865 -- emperical power so far: 1.0
tensor(40.6076, device='cuda:0')
pval: 0.0010000000474974513 -- 187th test, time elapsed 4.505650997161865 -- emperical power so far: 1.0
tensor(29.7751, device='cuda:0')
pval: 0.0010000000474974513 -- 188th test, time elapsed 4.518505334854126 -- emperical power so far: 1.0
tensor(30.4293, device='cuda:0')
pval: 0.0010000000474974513 -- 189th test, time elapsed 4.5000319480896 -- emperical power so far: 1.0
tensor(20.4499, device='cuda:0')
pval: 0.0010000000474974513 -- 190th test, time elapsed 4.503637313842773 -- emperical power so far: 1.0
tensor(26.4119, device='cuda:0')
pval: 0.0010000000474974513 -- 191th test, time elapsed 4.55252742767334 -- emperical power so far: 1.0
tensor(31.4892, device='cuda:0')
pval: 0.0010000000474974513 -- 192th test, time elapsed 4.624763488769531 -- emperical power so far: 1.0
tensor(14.9175, device='cuda:0')
pval: 0.006000000052154064 -- 193th test, time elapsed 4.5162763595581055 -- emperical power so far: 1.0
tensor(46.0392, device='cuda:0')
pval: 0.0010000000474974513 -- 194th test, time elapsed 4.520784616470337 -- emperical power so far: 1.0
tensor(41.8761, device='cuda:0')
pval: 0.0010000000474974513 -- 195th test, time elapsed 4.5212156772613525 -- emperical power so far: 1.0
tensor(31.9570, device='cuda:0')
pval: 0.0010000000474974513 -- 196th test, time elapsed 4.503736257553101 -- emperical power so far: 1.0
tensor(67.7187, device='cuda:0')
pval: 0.0010000000474974513 -- 197th test, time elapsed 4.514913082122803 -- emperical power so far: 1.0
tensor(34.6655, device='cuda:0')
pval: 0.0010000000474974513 -- 198th test, time elapsed 4.507074356079102 -- emperical power so far: 1.0
tensor(42.7166, device='cuda:0')
pval: 0.0010000000474974513 -- 199th test, time elapsed 4.497498989105225 -- emperical power so far: 1.0
tensor(33.0946, device='cuda:0')
pval: 0.0010000000474974513 -- 200th test, time elapsed 4.518532752990723 -- emperical power so far: 1.0
914.1957867145538


#########################################
sample size = 12000
tensor(30.8517, device='cuda:0')
pval: 0.0010000000474974513 -- 1th test, time elapsed 4.805659294128418 -- emperical power so far: 1.0
tensor(42.1972, device='cuda:0')
pval: 0.0010000000474974513 -- 2th test, time elapsed 4.813958644866943 -- emperical power so far: 1.0
tensor(39.7198, device='cuda:0')
pval: 0.0010000000474974513 -- 3th test, time elapsed 4.808885335922241 -- emperical power so far: 1.0
tensor(25.9767, device='cuda:0')
pval: 0.0010000000474974513 -- 4th test, time elapsed 4.726428031921387 -- emperical power so far: 1.0
tensor(43.5268, device='cuda:0')
pval: 0.0010000000474974513 -- 5th test, time elapsed 4.829638957977295 -- emperical power so far: 1.0
tensor(32.9729, device='cuda:0')
pval: 0.0010000000474974513 -- 6th test, time elapsed 4.752832889556885 -- emperical power so far: 1.0
tensor(23.3465, device='cuda:0')
pval: 0.0010000000474974513 -- 7th test, time elapsed 4.745120286941528 -- emperical power so far: 1.0
tensor(50.9059, device='cuda:0')
pval: 0.0010000000474974513 -- 8th test, time elapsed 4.754415273666382 -- emperical power so far: 1.0
tensor(53.9655, device='cuda:0')
pval: 0.0010000000474974513 -- 9th test, time elapsed 4.767734527587891 -- emperical power so far: 1.0
tensor(33.2436, device='cuda:0')
pval: 0.0010000000474974513 -- 10th test, time elapsed 4.741275787353516 -- emperical power so far: 1.0
tensor(36.7785, device='cuda:0')
pval: 0.0010000000474974513 -- 11th test, time elapsed 4.73819637298584 -- emperical power so far: 1.0
tensor(26.5160, device='cuda:0')
pval: 0.0010000000474974513 -- 12th test, time elapsed 4.6984593868255615 -- emperical power so far: 1.0
tensor(37.4740, device='cuda:0')
pval: 0.0010000000474974513 -- 13th test, time elapsed 4.738425016403198 -- emperical power so far: 1.0
tensor(28.6518, device='cuda:0')
pval: 0.0010000000474974513 -- 14th test, time elapsed 4.712559700012207 -- emperical power so far: 1.0
tensor(25.9006, device='cuda:0')
pval: 0.0010000000474974513 -- 15th test, time elapsed 4.7337729930877686 -- emperical power so far: 1.0
tensor(40.8071, device='cuda:0')
pval: 0.0010000000474974513 -- 16th test, time elapsed 4.722196578979492 -- emperical power so far: 1.0
tensor(31.2480, device='cuda:0')
pval: 0.0010000000474974513 -- 17th test, time elapsed 4.934027433395386 -- emperical power so far: 1.0
tensor(25.4130, device='cuda:0')
pval: 0.0010000000474974513 -- 18th test, time elapsed 4.970860719680786 -- emperical power so far: 1.0
tensor(64.7550, device='cuda:0')
pval: 0.0010000000474974513 -- 19th test, time elapsed 4.79359245300293 -- emperical power so far: 1.0
tensor(38.9672, device='cuda:0')
pval: 0.0010000000474974513 -- 20th test, time elapsed 4.788273811340332 -- emperical power so far: 1.0
tensor(18.8632, device='cuda:0')
pval: 0.0010000000474974513 -- 21th test, time elapsed 4.793956995010376 -- emperical power so far: 1.0
tensor(26.6606, device='cuda:0')
pval: 0.0010000000474974513 -- 22th test, time elapsed 4.782104015350342 -- emperical power so far: 1.0
tensor(61.3198, device='cuda:0')
pval: 0.0010000000474974513 -- 23th test, time elapsed 4.9344072341918945 -- emperical power so far: 1.0
tensor(26.3096, device='cuda:0')
pval: 0.0010000000474974513 -- 24th test, time elapsed 4.786578893661499 -- emperical power so far: 1.0
tensor(34.1109, device='cuda:0')
pval: 0.0010000000474974513 -- 25th test, time elapsed 4.833410978317261 -- emperical power so far: 1.0
tensor(48.1239, device='cuda:0')
pval: 0.0010000000474974513 -- 26th test, time elapsed 4.801286458969116 -- emperical power so far: 1.0
tensor(30.2730, device='cuda:0')
pval: 0.0010000000474974513 -- 27th test, time elapsed 4.826806545257568 -- emperical power so far: 1.0
tensor(49.5736, device='cuda:0')
pval: 0.0010000000474974513 -- 28th test, time elapsed 4.808874607086182 -- emperical power so far: 1.0
tensor(52.9489, device='cuda:0')
pval: 0.0010000000474974513 -- 29th test, time elapsed 4.796090602874756 -- emperical power so far: 1.0
tensor(44.0118, device='cuda:0')
pval: 0.0010000000474974513 -- 30th test, time elapsed 4.876872539520264 -- emperical power so far: 1.0
tensor(27.1813, device='cuda:0')
pval: 0.0010000000474974513 -- 31th test, time elapsed 4.77806830406189 -- emperical power so far: 1.0
tensor(22.9804, device='cuda:0')
pval: 0.0010000000474974513 -- 32th test, time elapsed 4.782867908477783 -- emperical power so far: 1.0
tensor(33.9618, device='cuda:0')
pval: 0.0010000000474974513 -- 33th test, time elapsed 4.801486015319824 -- emperical power so far: 1.0
tensor(28.3596, device='cuda:0')
pval: 0.0010000000474974513 -- 34th test, time elapsed 4.8056652545928955 -- emperical power so far: 1.0
tensor(43.1026, device='cuda:0')
pval: 0.0010000000474974513 -- 35th test, time elapsed 4.8022825717926025 -- emperical power so far: 1.0
tensor(40.8166, device='cuda:0')
pval: 0.0010000000474974513 -- 36th test, time elapsed 4.843961000442505 -- emperical power so far: 1.0
tensor(51.7201, device='cuda:0')
pval: 0.0010000000474974513 -- 37th test, time elapsed 4.840474605560303 -- emperical power so far: 1.0
tensor(47.8404, device='cuda:0')
pval: 0.0010000000474974513 -- 38th test, time elapsed 4.817519187927246 -- emperical power so far: 1.0
tensor(34.8912, device='cuda:0')
pval: 0.0010000000474974513 -- 39th test, time elapsed 4.832362651824951 -- emperical power so far: 1.0
tensor(25.8018, device='cuda:0')
pval: 0.0010000000474974513 -- 40th test, time elapsed 4.810731887817383 -- emperical power so far: 1.0
tensor(28.4081, device='cuda:0')
pval: 0.0010000000474974513 -- 41th test, time elapsed 4.8277428150177 -- emperical power so far: 1.0
tensor(34.1184, device='cuda:0')
pval: 0.0010000000474974513 -- 42th test, time elapsed 4.957346200942993 -- emperical power so far: 1.0
tensor(19.6039, device='cuda:0')
pval: 0.0010000000474974513 -- 43th test, time elapsed 4.890162944793701 -- emperical power so far: 1.0
tensor(52.1816, device='cuda:0')
pval: 0.0010000000474974513 -- 44th test, time elapsed 4.803213596343994 -- emperical power so far: 1.0
tensor(36.5798, device='cuda:0')
pval: 0.0010000000474974513 -- 45th test, time elapsed 4.837991952896118 -- emperical power so far: 1.0
tensor(30.7201, device='cuda:0')
pval: 0.0010000000474974513 -- 46th test, time elapsed 4.803501844406128 -- emperical power so far: 1.0
tensor(51.6835, device='cuda:0')
pval: 0.0010000000474974513 -- 47th test, time elapsed 4.8198535442352295 -- emperical power so far: 1.0
tensor(20.3871, device='cuda:0')
pval: 0.0010000000474974513 -- 48th test, time elapsed 4.863367080688477 -- emperical power so far: 1.0
tensor(30.2651, device='cuda:0')
pval: 0.0010000000474974513 -- 49th test, time elapsed 4.834356784820557 -- emperical power so far: 1.0
tensor(41.8589, device='cuda:0')
pval: 0.0010000000474974513 -- 50th test, time elapsed 4.836125373840332 -- emperical power so far: 1.0
tensor(34.7448, device='cuda:0')
pval: 0.0010000000474974513 -- 51th test, time elapsed 4.84320592880249 -- emperical power so far: 1.0
tensor(33.6624, device='cuda:0')
pval: 0.0010000000474974513 -- 52th test, time elapsed 4.819091081619263 -- emperical power so far: 1.0
tensor(63.0333, device='cuda:0')
pval: 0.0010000000474974513 -- 53th test, time elapsed 4.807494878768921 -- emperical power so far: 1.0
tensor(26.4483, device='cuda:0')
pval: 0.0010000000474974513 -- 54th test, time elapsed 4.8239686489105225 -- emperical power so far: 1.0
tensor(57.9550, device='cuda:0')
pval: 0.0010000000474974513 -- 55th test, time elapsed 4.901621103286743 -- emperical power so far: 1.0
tensor(43.8812, device='cuda:0')
pval: 0.0010000000474974513 -- 56th test, time elapsed 4.942892074584961 -- emperical power so far: 1.0
tensor(42.5241, device='cuda:0')
pval: 0.0010000000474974513 -- 57th test, time elapsed 4.7757344245910645 -- emperical power so far: 1.0
tensor(26.4556, device='cuda:0')
pval: 0.0010000000474974513 -- 58th test, time elapsed 4.837326288223267 -- emperical power so far: 1.0
tensor(40.1135, device='cuda:0')
pval: 0.0010000000474974513 -- 59th test, time elapsed 4.745293140411377 -- emperical power so far: 1.0
tensor(40.9347, device='cuda:0')
pval: 0.0010000000474974513 -- 60th test, time elapsed 4.794801950454712 -- emperical power so far: 1.0
tensor(49.2991, device='cuda:0')
pval: 0.0010000000474974513 -- 61th test, time elapsed 4.768175363540649 -- emperical power so far: 1.0
tensor(29.8703, device='cuda:0')
pval: 0.0010000000474974513 -- 62th test, time elapsed 4.735807418823242 -- emperical power so far: 1.0
tensor(47.9980, device='cuda:0')
pval: 0.0010000000474974513 -- 63th test, time elapsed 4.767813444137573 -- emperical power so far: 1.0
tensor(48.3064, device='cuda:0')
pval: 0.0010000000474974513 -- 64th test, time elapsed 4.763514280319214 -- emperical power so far: 1.0
tensor(35.7802, device='cuda:0')
pval: 0.0010000000474974513 -- 65th test, time elapsed 4.775137424468994 -- emperical power so far: 1.0
tensor(47.1590, device='cuda:0')
pval: 0.0010000000474974513 -- 66th test, time elapsed 4.737489938735962 -- emperical power so far: 1.0
tensor(19.2715, device='cuda:0')
pval: 0.0020000000949949026 -- 67th test, time elapsed 4.789903163909912 -- emperical power so far: 1.0
tensor(45.0565, device='cuda:0')
pval: 0.0010000000474974513 -- 68th test, time elapsed 4.8379693031311035 -- emperical power so far: 1.0
tensor(24.2315, device='cuda:0')
pval: 0.0010000000474974513 -- 69th test, time elapsed 4.835760831832886 -- emperical power so far: 1.0
tensor(31.2709, device='cuda:0')
pval: 0.0010000000474974513 -- 70th test, time elapsed 4.732085227966309 -- emperical power so far: 1.0
tensor(60.4739, device='cuda:0')
pval: 0.0010000000474974513 -- 71th test, time elapsed 4.7362542152404785 -- emperical power so far: 1.0
tensor(44.2501, device='cuda:0')
pval: 0.0010000000474974513 -- 72th test, time elapsed 4.736049652099609 -- emperical power so far: 1.0
tensor(34.4901, device='cuda:0')
pval: 0.0010000000474974513 -- 73th test, time elapsed 4.917315244674683 -- emperical power so far: 1.0
tensor(28.4368, device='cuda:0')
pval: 0.0010000000474974513 -- 74th test, time elapsed 4.9431703090667725 -- emperical power so far: 1.0
tensor(32.8772, device='cuda:0')
pval: 0.0010000000474974513 -- 75th test, time elapsed 4.8007800579071045 -- emperical power so far: 1.0
tensor(60.2431, device='cuda:0')
pval: 0.0010000000474974513 -- 76th test, time elapsed 4.840749502182007 -- emperical power so far: 1.0
tensor(39.0065, device='cuda:0')
pval: 0.0010000000474974513 -- 77th test, time elapsed 4.7992448806762695 -- emperical power so far: 1.0
tensor(53.6433, device='cuda:0')
pval: 0.0010000000474974513 -- 78th test, time elapsed 4.824532508850098 -- emperical power so far: 1.0
tensor(62.1455, device='cuda:0')
pval: 0.0010000000474974513 -- 79th test, time elapsed 4.85287880897522 -- emperical power so far: 1.0
tensor(28.0353, device='cuda:0')
pval: 0.0010000000474974513 -- 80th test, time elapsed 4.842535495758057 -- emperical power so far: 1.0
tensor(51.2016, device='cuda:0')
pval: 0.0010000000474974513 -- 81th test, time elapsed 5.019273281097412 -- emperical power so far: 1.0
tensor(60.1206, device='cuda:0')
pval: 0.0010000000474974513 -- 82th test, time elapsed 4.894503831863403 -- emperical power so far: 1.0
tensor(33.9700, device='cuda:0')
pval: 0.0010000000474974513 -- 83th test, time elapsed 4.866786956787109 -- emperical power so far: 1.0
tensor(58.5821, device='cuda:0')
pval: 0.0010000000474974513 -- 84th test, time elapsed 4.943049430847168 -- emperical power so far: 1.0
tensor(35.1676, device='cuda:0')
pval: 0.0010000000474974513 -- 85th test, time elapsed 4.918983459472656 -- emperical power so far: 1.0
tensor(47.8274, device='cuda:0')
pval: 0.0010000000474974513 -- 86th test, time elapsed 4.88738751411438 -- emperical power so far: 1.0
tensor(28.0110, device='cuda:0')
pval: 0.0010000000474974513 -- 87th test, time elapsed 4.9375245571136475 -- emperical power so far: 1.0
tensor(37.0243, device='cuda:0')
pval: 0.0010000000474974513 -- 88th test, time elapsed 4.825674057006836 -- emperical power so far: 1.0
tensor(33.5090, device='cuda:0')
pval: 0.0010000000474974513 -- 89th test, time elapsed 4.971580266952515 -- emperical power so far: 1.0
tensor(46.9224, device='cuda:0')
pval: 0.0010000000474974513 -- 90th test, time elapsed 4.7514379024505615 -- emperical power so far: 1.0
tensor(65.5082, device='cuda:0')
pval: 0.0010000000474974513 -- 91th test, time elapsed 5.0456647872924805 -- emperical power so far: 1.0
tensor(59.3203, device='cuda:0')
pval: 0.0010000000474974513 -- 92th test, time elapsed 4.982241630554199 -- emperical power so far: 1.0
tensor(47.7376, device='cuda:0')
pval: 0.0010000000474974513 -- 93th test, time elapsed 5.069570064544678 -- emperical power so far: 1.0
tensor(43.2839, device='cuda:0')
pval: 0.0010000000474974513 -- 94th test, time elapsed 4.9046125411987305 -- emperical power so far: 1.0
tensor(40.4434, device='cuda:0')
pval: 0.0010000000474974513 -- 95th test, time elapsed 4.884183883666992 -- emperical power so far: 1.0
tensor(41.5694, device='cuda:0')
pval: 0.0010000000474974513 -- 96th test, time elapsed 4.882477283477783 -- emperical power so far: 1.0
tensor(61.0162, device='cuda:0')
pval: 0.0010000000474974513 -- 97th test, time elapsed 4.923398494720459 -- emperical power so far: 1.0
tensor(33.0614, device='cuda:0')
pval: 0.0010000000474974513 -- 98th test, time elapsed 4.869192600250244 -- emperical power so far: 1.0
tensor(29.9454, device='cuda:0')
pval: 0.0010000000474974513 -- 99th test, time elapsed 4.900676727294922 -- emperical power so far: 1.0
tensor(52.8789, device='cuda:0')
pval: 0.0010000000474974513 -- 100th test, time elapsed 4.944953680038452 -- emperical power so far: 1.0
tensor(41.3722, device='cuda:0')
pval: 0.0010000000474974513 -- 101th test, time elapsed 4.8909337520599365 -- emperical power so far: 1.0
tensor(34.4100, device='cuda:0')
pval: 0.0010000000474974513 -- 102th test, time elapsed 4.7828123569488525 -- emperical power so far: 1.0
tensor(56.7948, device='cuda:0')
pval: 0.0010000000474974513 -- 103th test, time elapsed 4.8088414669036865 -- emperical power so far: 1.0
tensor(50.8881, device='cuda:0')
pval: 0.0010000000474974513 -- 104th test, time elapsed 4.800088882446289 -- emperical power so far: 1.0
tensor(30.4453, device='cuda:0')
pval: 0.0010000000474974513 -- 105th test, time elapsed 4.86301851272583 -- emperical power so far: 1.0
tensor(53.3839, device='cuda:0')
pval: 0.0010000000474974513 -- 106th test, time elapsed 4.7993340492248535 -- emperical power so far: 1.0
tensor(48.5206, device='cuda:0')
pval: 0.0010000000474974513 -- 107th test, time elapsed 4.823981523513794 -- emperical power so far: 1.0
tensor(53.7905, device='cuda:0')
pval: 0.0010000000474974513 -- 108th test, time elapsed 4.8256995677948 -- emperical power so far: 1.0
tensor(20.3784, device='cuda:0')
pval: 0.0010000000474974513 -- 109th test, time elapsed 4.81805419921875 -- emperical power so far: 1.0
tensor(20.8036, device='cuda:0')
pval: 0.0010000000474974513 -- 110th test, time elapsed 4.974667072296143 -- emperical power so far: 1.0
tensor(47.0808, device='cuda:0')
pval: 0.0010000000474974513 -- 111th test, time elapsed 4.881042003631592 -- emperical power so far: 1.0
tensor(23.0158, device='cuda:0')
pval: 0.0010000000474974513 -- 112th test, time elapsed 4.895247459411621 -- emperical power so far: 1.0
tensor(50.5924, device='cuda:0')
pval: 0.0010000000474974513 -- 113th test, time elapsed 4.891652345657349 -- emperical power so far: 1.0
tensor(46.1557, device='cuda:0')
pval: 0.0010000000474974513 -- 114th test, time elapsed 4.915433883666992 -- emperical power so far: 1.0
tensor(21.4187, device='cuda:0')
pval: 0.0010000000474974513 -- 115th test, time elapsed 4.9817633628845215 -- emperical power so far: 1.0
tensor(50.0616, device='cuda:0')
pval: 0.0010000000474974513 -- 116th test, time elapsed 4.9625208377838135 -- emperical power so far: 1.0
tensor(34.1717, device='cuda:0')
pval: 0.0010000000474974513 -- 117th test, time elapsed 5.010401487350464 -- emperical power so far: 1.0
tensor(38.5417, device='cuda:0')
pval: 0.0010000000474974513 -- 118th test, time elapsed 4.935118913650513 -- emperical power so far: 1.0
tensor(48.1156, device='cuda:0')
pval: 0.0010000000474974513 -- 119th test, time elapsed 4.9396913051605225 -- emperical power so far: 1.0
tensor(36.1438, device='cuda:0')
pval: 0.0010000000474974513 -- 120th test, time elapsed 4.9382219314575195 -- emperical power so far: 1.0
tensor(35.6428, device='cuda:0')
pval: 0.0010000000474974513 -- 121th test, time elapsed 4.976550579071045 -- emperical power so far: 1.0
tensor(52.5520, device='cuda:0')
pval: 0.0010000000474974513 -- 122th test, time elapsed 4.921933174133301 -- emperical power so far: 1.0
tensor(55.7350, device='cuda:0')
pval: 0.0010000000474974513 -- 123th test, time elapsed 4.899626016616821 -- emperical power so far: 1.0
tensor(50.5987, device='cuda:0')
pval: 0.0010000000474974513 -- 124th test, time elapsed 4.923539638519287 -- emperical power so far: 1.0
tensor(21.5181, device='cuda:0')
pval: 0.0010000000474974513 -- 125th test, time elapsed 4.903341770172119 -- emperical power so far: 1.0
tensor(50.9479, device='cuda:0')
pval: 0.0010000000474974513 -- 126th test, time elapsed 4.88386344909668 -- emperical power so far: 1.0
tensor(47.4050, device='cuda:0')
pval: 0.0010000000474974513 -- 127th test, time elapsed 4.933678865432739 -- emperical power so far: 1.0
tensor(30.7121, device='cuda:0')
pval: 0.0010000000474974513 -- 128th test, time elapsed 4.911136865615845 -- emperical power so far: 1.0
tensor(23.0538, device='cuda:0')
pval: 0.0010000000474974513 -- 129th test, time elapsed 5.032832384109497 -- emperical power so far: 1.0
tensor(43.7524, device='cuda:0')
pval: 0.0010000000474974513 -- 130th test, time elapsed 4.8900816440582275 -- emperical power so far: 1.0
tensor(54.2965, device='cuda:0')
pval: 0.0010000000474974513 -- 131th test, time elapsed 4.91253137588501 -- emperical power so far: 1.0
tensor(48.2968, device='cuda:0')
pval: 0.0010000000474974513 -- 132th test, time elapsed 4.899243354797363 -- emperical power so far: 1.0
tensor(43.6433, device='cuda:0')
pval: 0.0010000000474974513 -- 133th test, time elapsed 4.887797117233276 -- emperical power so far: 1.0
tensor(55.8653, device='cuda:0')
pval: 0.0010000000474974513 -- 134th test, time elapsed 4.983027696609497 -- emperical power so far: 1.0
tensor(31.5781, device='cuda:0')
pval: 0.0010000000474974513 -- 135th test, time elapsed 4.9218690395355225 -- emperical power so far: 1.0
tensor(27.0956, device='cuda:0')
pval: 0.0010000000474974513 -- 136th test, time elapsed 4.905145168304443 -- emperical power so far: 1.0
tensor(32.2043, device='cuda:0')
pval: 0.0010000000474974513 -- 137th test, time elapsed 4.902544736862183 -- emperical power so far: 1.0
tensor(18.4220, device='cuda:0')
pval: 0.0010000000474974513 -- 138th test, time elapsed 4.917804718017578 -- emperical power so far: 1.0
tensor(34.9368, device='cuda:0')
pval: 0.0010000000474974513 -- 139th test, time elapsed 4.9071149826049805 -- emperical power so far: 1.0
tensor(25.9216, device='cuda:0')
pval: 0.0010000000474974513 -- 140th test, time elapsed 4.917372465133667 -- emperical power so far: 1.0
tensor(57.5227, device='cuda:0')
pval: 0.0010000000474974513 -- 141th test, time elapsed 5.007616281509399 -- emperical power so far: 1.0
tensor(71.2928, device='cuda:0')
pval: 0.0010000000474974513 -- 142th test, time elapsed 4.951111078262329 -- emperical power so far: 1.0
tensor(48.7627, device='cuda:0')
pval: 0.0010000000474974513 -- 143th test, time elapsed 4.8941309452056885 -- emperical power so far: 1.0
tensor(52.0255, device='cuda:0')
pval: 0.0010000000474974513 -- 144th test, time elapsed 4.889337539672852 -- emperical power so far: 1.0
tensor(40.0672, device='cuda:0')
pval: 0.0010000000474974513 -- 145th test, time elapsed 4.904061794281006 -- emperical power so far: 1.0
tensor(36.8774, device='cuda:0')
pval: 0.0010000000474974513 -- 146th test, time elapsed 4.818645000457764 -- emperical power so far: 1.0
tensor(24.5398, device='cuda:0')
pval: 0.0010000000474974513 -- 147th test, time elapsed 4.9736487865448 -- emperical power so far: 1.0
tensor(29.2397, device='cuda:0')
pval: 0.0010000000474974513 -- 148th test, time elapsed 4.82136344909668 -- emperical power so far: 1.0
tensor(61.7600, device='cuda:0')
pval: 0.0010000000474974513 -- 149th test, time elapsed 5.04789662361145 -- emperical power so far: 1.0
tensor(43.3132, device='cuda:0')
pval: 0.0010000000474974513 -- 150th test, time elapsed 4.967869997024536 -- emperical power so far: 1.0
tensor(30.3420, device='cuda:0')
pval: 0.0010000000474974513 -- 151th test, time elapsed 4.912956714630127 -- emperical power so far: 1.0
tensor(27.0237, device='cuda:0')
pval: 0.0010000000474974513 -- 152th test, time elapsed 4.925981283187866 -- emperical power so far: 1.0
tensor(34.0939, device='cuda:0')
pval: 0.0010000000474974513 -- 153th test, time elapsed 4.992647647857666 -- emperical power so far: 1.0
tensor(37.7813, device='cuda:0')
pval: 0.0010000000474974513 -- 154th test, time elapsed 4.935887575149536 -- emperical power so far: 1.0
tensor(30.9320, device='cuda:0')
pval: 0.0010000000474974513 -- 155th test, time elapsed 4.893658638000488 -- emperical power so far: 1.0
tensor(33.3781, device='cuda:0')
pval: 0.0010000000474974513 -- 156th test, time elapsed 4.89801287651062 -- emperical power so far: 1.0
tensor(40.7483, device='cuda:0')
pval: 0.0010000000474974513 -- 157th test, time elapsed 4.9184112548828125 -- emperical power so far: 1.0
tensor(36.6684, device='cuda:0')
pval: 0.0010000000474974513 -- 158th test, time elapsed 4.909297227859497 -- emperical power so far: 1.0
tensor(46.7224, device='cuda:0')
pval: 0.0010000000474974513 -- 159th test, time elapsed 4.939114570617676 -- emperical power so far: 1.0
tensor(47.4548, device='cuda:0')
pval: 0.0010000000474974513 -- 160th test, time elapsed 4.892657518386841 -- emperical power so far: 1.0
tensor(43.7438, device='cuda:0')
pval: 0.0010000000474974513 -- 161th test, time elapsed 4.8878233432769775 -- emperical power so far: 1.0
tensor(28.9431, device='cuda:0')
pval: 0.0010000000474974513 -- 162th test, time elapsed 4.999760150909424 -- emperical power so far: 1.0
tensor(38.8404, device='cuda:0')
pval: 0.0010000000474974513 -- 163th test, time elapsed 4.925771951675415 -- emperical power so far: 1.0
tensor(61.0326, device='cuda:0')
pval: 0.0010000000474974513 -- 164th test, time elapsed 4.928262233734131 -- emperical power so far: 1.0
tensor(37.1024, device='cuda:0')
pval: 0.0010000000474974513 -- 165th test, time elapsed 4.963129758834839 -- emperical power so far: 1.0
tensor(44.6422, device='cuda:0')
pval: 0.0010000000474974513 -- 166th test, time elapsed 4.8623106479644775 -- emperical power so far: 1.0
tensor(50.9566, device='cuda:0')
pval: 0.0010000000474974513 -- 167th test, time elapsed 4.821998357772827 -- emperical power so far: 1.0
tensor(42.1776, device='cuda:0')
pval: 0.0010000000474974513 -- 168th test, time elapsed 4.778017997741699 -- emperical power so far: 1.0
tensor(49.8092, device='cuda:0')
pval: 0.0010000000474974513 -- 169th test, time elapsed 4.787341594696045 -- emperical power so far: 1.0
tensor(27.8011, device='cuda:0')
pval: 0.0010000000474974513 -- 170th test, time elapsed 4.762664079666138 -- emperical power so far: 1.0
tensor(24.2891, device='cuda:0')
pval: 0.0010000000474974513 -- 171th test, time elapsed 4.805856227874756 -- emperical power so far: 1.0
tensor(24.4320, device='cuda:0')
pval: 0.0010000000474974513 -- 172th test, time elapsed 4.854284048080444 -- emperical power so far: 1.0
tensor(44.9552, device='cuda:0')
pval: 0.0010000000474974513 -- 173th test, time elapsed 4.863168478012085 -- emperical power so far: 1.0
tensor(38.6980, device='cuda:0')
pval: 0.0010000000474974513 -- 174th test, time elapsed 4.823566198348999 -- emperical power so far: 1.0
tensor(19.6292, device='cuda:0')
pval: 0.0010000000474974513 -- 175th test, time elapsed 4.872125625610352 -- emperical power so far: 1.0
tensor(43.3670, device='cuda:0')
pval: 0.0010000000474974513 -- 176th test, time elapsed 4.887618780136108 -- emperical power so far: 1.0
tensor(51.0734, device='cuda:0')
pval: 0.0010000000474974513 -- 177th test, time elapsed 4.8026299476623535 -- emperical power so far: 1.0
tensor(29.3502, device='cuda:0')
pval: 0.0010000000474974513 -- 178th test, time elapsed 4.919130802154541 -- emperical power so far: 1.0
tensor(27.7982, device='cuda:0')
pval: 0.0010000000474974513 -- 179th test, time elapsed 4.840167999267578 -- emperical power so far: 1.0
tensor(27.0461, device='cuda:0')
pval: 0.0010000000474974513 -- 180th test, time elapsed 4.816458702087402 -- emperical power so far: 1.0
tensor(37.6560, device='cuda:0')
